,Frame,x_center,y_center,w,h,label,type
45,2007_000346.jpg,374.0,677.0,136.0,403.0,9,trainval
46,2007_000346.jpg,724.0,707.0,461.0,507.0,0,trainval
47,2007_000346.jpg,222.0,594.0,51.0,77.0,0,trainval
48,2007_000346.jpg,188.0,620.0,50.0,85.0,0,trainval
49,2007_000363.jpg,319.0,474.0,206.0,431.0,7,trainval
50,2007_000363.jpg,743.0,757.0,434.0,406.0,7,trainval
51,2007_000364.jpg,616.0,559.0,512.0,495.0,13,trainval
52,2007_000364.jpg,829.0,306.0,219.0,212.0,13,trainval
53,2007_000364.jpg,822.0,223.0,114.0,220.0,0,trainval
54,2007_000392.jpg,518.0,717.0,326.0,440.0,12,trainval
55,2007_000392.jpg,493.0,436.0,113.0,268.0,0,trainval
56,2007_000423.jpg,189.0,522.0,91.0,317.0,0,trainval
57,2007_000423.jpg,825.0,616.0,120.0,381.0,0,trainval
58,2007_000452.jpg,410.0,680.0,314.0,370.0,14,trainval
59,2007_000452.jpg,943.0,604.0,33.0,246.0,6,trainval
60,2007_000464.jpg,429.0,563.0,247.0,79.0,15,trainval
61,2007_000464.jpg,461.0,507.0,312.0,119.0,15,trainval
62,2007_000480.jpg,724.0,778.0,161.0,364.0,0,trainval
63,2007_000480.jpg,365.0,777.0,146.0,355.0,0,trainval
64,2007_000480.jpg,152.0,783.0,142.0,343.0,0,trainval
65,2007_000480.jpg,623.0,613.0,620.0,439.0,1,trainval
66,2007_000491.jpg,589.0,642.0,585.0,636.0,15,trainval
67,2007_000504.jpg,858.0,710.0,204.0,472.0,15,trainval
68,2007_000504.jpg,124.0,217.0,55.0,138.0,0,trainval
69,2007_000504.jpg,47.0,221.0,44.0,118.0,0,trainval
70,2007_000504.jpg,71.0,132.0,15.0,34.0,0,trainval
71,2007_000515.jpg,52.0,670.0,50.0,160.0,8,trainval
72,2007_000515.jpg,38.0,549.0,36.0,331.0,0,trainval
73,2007_000515.jpg,234.0,498.0,111.0,79.0,16,trainval
74,2007_000515.jpg,332.0,484.0,50.0,56.0,16,trainval
75,2007_000528.jpg,488.0,587.0,250.0,413.0,17,trainval
76,2007_000529.jpg,826.0,549.0,269.0,183.0,4,trainval
77,2007_000529.jpg,860.0,637.0,50.0,31.0,16,trainval
78,2007_000549.jpg,583.0,670.0,580.0,576.0,17,trainval
79,2007_000559.jpg,124.0,829.0,55.0,180.0,9,trainval
80,2007_000559.jpg,577.0,439.0,270.0,372.0,2,trainval
81,2007_000572.jpg,301.0,812.0,300.0,296.0,8,trainval
82,2007_000572.jpg,294.0,704.0,279.0,315.0,8,trainval
83,2007_000584.jpg,492.0,654.0,433.0,464.0,8,trainval
84,2007_000584.jpg,860.0,815.0,200.0,285.0,14,trainval
85,2007_000629.jpg,662.0,629.0,596.0,278.0,3,trainval
86,2007_000629.jpg,193.0,484.0,26.0,67.0,0,trainval
87,2007_000636.jpg,552.0,665.0,401.0,390.0,3,trainval
88,2007_000645.jpg,726.0,678.0,467.0,560.0,7,trainval
89,2007_000645.jpg,547.0,765.0,308.0,391.0,7,trainval
90,2007_000648.jpg,769.0,620.0,13.0,46.0,0,trainval
91,2007_000648.jpg,829.0,614.0,15.0,40.0,0,trainval
92,2007_000648.jpg,846.0,611.0,13.0,46.0,0,trainval
93,2007_000648.jpg,862.0,610.0,12.0,48.0,0,trainval
94,2007_000648.jpg,470.0,620.0,415.0,294.0,18,trainval
95,2007_000648.jpg,817.0,452.0,187.0,204.0,1,trainval
96,2007_000648.jpg,37.0,656.0,33.0,42.0,16,trainval
97,2007_000661.jpg,500.0,625.0,271.0,172.0,14,trainval
98,2007_000661.jpg,259.0,413.0,134.0,183.0,19,trainval
99,2007_000661.jpg,314.0,472.0,59.0,65.0,6,trainval
100,2007_000663.jpg,642.0,599.0,614.0,595.0,18,trainval
101,2007_000663.jpg,101.0,145.0,85.0,70.0,16,trainval
102,2007_000663.jpg,915.0,83.0,91.0,37.0,16,trainval
103,2007_000663.jpg,925.0,127.0,70.0,58.0,16,trainval
104,2007_000663.jpg,923.0,182.0,74.0,51.0,16,trainval
105,2007_000663.jpg,925.0,332.0,70.0,143.0,16,trainval
106,2007_000664.jpg,449.0,642.0,351.0,637.0,0,trainval
107,2007_000676.jpg,642.0,541.0,529.0,300.0,10,trainval
108,2007_000713.jpg,376.0,754.0,223.0,274.0,4,trainval
109,2007_000713.jpg,722.0,665.0,369.0,208.0,4,trainval
110,2007_000720.jpg,529.0,619.0,113.0,279.0,5,trainval
111,2007_000727.jpg,542.0,765.0,314.0,145.0,18,trainval
112,2007_000727.jpg,783.0,733.0,87.0,24.0,16,trainval
113,2007_000727.jpg,154.0,800.0,148.0,70.0,16,trainval
114,2007_000727.jpg,895.0,788.0,43.0,105.0,0,trainval
115,2007_000727.jpg,854.0,771.0,38.0,86.0,0,trainval
116,2007_000727.jpg,942.0,762.0,36.0,65.0,0,trainval
117,2007_000727.jpg,195.0,733.0,70.0,28.0,16,trainval
118,2007_000727.jpg,369.0,298.0,80.0,33.0,16,trainval
119,2007_000733.jpg,422.0,582.0,320.0,527.0,0,trainval
120,2007_000733.jpg,710.0,788.0,491.0,344.0,13,trainval
121,2007_000738.jpg,636.0,573.0,634.0,214.0,1,trainval
122,2007_000762.jpg,641.0,801.0,639.0,317.0,11,trainval
123,2007_000762.jpg,170.0,770.0,114.0,381.0,9,trainval
124,2007_000762.jpg,884.0,497.0,151.0,341.0,0,trainval
125,2007_000762.jpg,722.0,466.0,65.0,102.0,0,trainval
126,2007_000762.jpg,432.0,489.0,157.0,164.0,0,trainval
127,2007_000762.jpg,409.0,439.0,27.0,80.0,0,trainval
128,2007_000762.jpg,161.0,449.0,154.0,393.0,0,trainval
129,2007_000762.jpg,225.0,772.0,219.0,135.0,0,trainval
130,2007_000768.jpg,844.0,571.0,136.0,307.0,18,trainval
131,2007_000768.jpg,493.0,602.0,430.0,485.0,18,trainval
132,2007_000783.jpg,567.0,421.0,165.0,296.0,0,trainval
133,2007_000783.jpg,663.0,672.0,439.0,453.0,12,trainval
134,2007_000793.jpg,589.0,398.0,35.0,142.0,0,trainval
135,2007_000793.jpg,500.0,402.0,37.0,118.0,0,trainval
136,2007_000793.jpg,442.0,395.0,23.0,121.0,0,trainval
137,2007_000793.jpg,855.0,499.0,83.0,328.0,0,trainval
138,2007_000793.jpg,149.0,369.0,24.0,87.0,0,trainval
139,2007_000793.jpg,207.0,363.0,23.0,89.0,0,trainval
140,2007_000793.jpg,307.0,548.0,115.0,348.0,0,trainval
141,2007_000793.jpg,552.0,399.0,28.0,135.0,0,trainval
142,2007_000793.jpg,493.0,614.0,204.0,205.0,8,trainval
143,2007_000793.jpg,67.0,299.0,63.0,94.0,18,trainval
144,2007_000799.jpg,701.0,657.0,518.0,607.0,12,trainval
145,2007_000799.jpg,787.0,803.0,346.0,313.0,0,trainval
146,2007_000804.jpg,384.0,545.0,113.0,78.0,6,trainval
147,2007_000804.jpg,273.0,854.0,181.0,178.0,6,trainval
148,2007_000804.jpg,822.0,771.0,271.0,262.0,14,trainval
149,2007_000807.jpg,416.0,660.0,318.0,600.0,0,trainval
150,2007_000822.jpg,357.0,733.0,169.0,310.0,13,trainval
151,2007_000822.jpg,600.0,696.0,156.0,265.0,13,trainval
152,2007_000830.jpg,530.0,787.0,292.0,321.0,11,trainval
153,2007_000830.jpg,428.0,829.0,140.0,263.0,6,trainval
154,2007_000830.jpg,607.0,764.0,123.0,249.0,6,trainval
155,2007_000830.jpg,567.0,573.0,87.0,125.0,6,trainval
156,2007_000836.jpg,520.0,462.0,312.0,264.0,0,trainval
157,2007_000836.jpg,548.0,697.0,268.0,373.0,12,trainval
158,2007_000837.jpg,634.0,446.0,133.0,219.0,4,trainval
159,2007_000847.jpg,356.0,819.0,353.0,283.0,11,trainval
160,2007_000847.jpg,557.0,711.0,401.0,498.0,0,trainval
161,2007_000862.jpg,602.0,369.0,17.0,34.0,0,trainval
162,2007_000862.jpg,648.0,394.0,64.0,31.0,4,trainval
163,2007_000876.jpg,556.0,660.0,332.0,571.0,17,trainval
164,2007_000876.jpg,676.0,266.0,175.0,226.0,17,trainval
165,2007_000904.jpg,584.0,591.0,129.0,164.0,15,trainval
166,2007_000904.jpg,222.0,503.0,189.0,213.0,0,trainval
167,2007_000904.jpg,391.0,822.0,389.0,276.0,12,trainval
168,2007_000925.jpg,295.0,713.0,239.0,439.0,10,trainval
169,2007_000925.jpg,787.0,699.0,193.0,413.0,10,trainval
170,2007_000999.jpg,692.0,721.0,96.0,113.0,9,trainval
171,2007_000999.jpg,480.0,650.0,474.0,620.0,0,trainval
172,2007_001027.jpg,455.0,614.0,65.0,169.0,6,trainval
173,2007_001027.jpg,656.0,529.0,24.0,84.0,6,trainval
174,2007_001027.jpg,556.0,660.0,64.0,176.0,6,trainval
175,2007_001027.jpg,618.0,748.0,113.0,189.0,6,trainval
176,2007_001027.jpg,897.0,870.0,127.0,179.0,14,trainval
177,2007_001027.jpg,157.0,505.0,46.0,106.0,8,trainval
178,2007_001027.jpg,56.0,788.0,54.0,164.0,2,trainval
179,2007_001073.jpg,226.0,575.0,120.0,119.0,15,trainval
180,2007_001073.jpg,309.0,561.0,50.0,111.0,15,trainval
181,2007_001073.jpg,506.0,533.0,70.0,142.0,15,trainval
182,2007_001073.jpg,625.0,571.0,95.0,164.0,15,trainval
183,2007_001073.jpg,753.0,539.0,125.0,150.0,15,trainval
184,2007_001073.jpg,909.0,525.0,101.0,113.0,15,trainval
185,2007_001149.jpg,611.0,633.0,326.0,280.0,14,trainval
186,2007_001149.jpg,235.0,334.0,91.0,116.0,2,trainval
187,2007_001149.jpg,182.0,646.0,180.0,628.0,19,trainval
188,2007_001154.jpg,223.0,839.0,221.0,242.0,14,trainval
189,2007_001154.jpg,305.0,664.0,47.0,75.0,19,trainval
190,2007_001175.jpg,546.0,692.0,317.0,300.0,0,trainval
191,2007_001175.jpg,428.0,537.0,127.0,104.0,0,trainval
192,2007_001175.jpg,805.0,416.0,114.0,125.0,2,trainval
193,2007_001185.jpg,496.0,721.0,118.0,212.0,17,trainval
194,2007_001185.jpg,420.0,707.0,270.0,507.0,0,trainval
195,2007_001185.jpg,771.0,830.0,379.0,259.0,11,trainval
196,2007_001185.jpg,929.0,544.0,61.0,208.0,9,trainval
197,2007_001225.jpg,584.0,666.0,336.0,259.0,5,trainval
198,2007_001239.jpg,479.0,324.0,271.0,171.0,5,trainval
199,2007_001239.jpg,634.0,758.0,196.0,404.0,5,trainval
200,2007_001239.jpg,442.0,604.0,215.0,364.0,5,trainval
201,2007_001284.jpg,387.0,745.0,128.0,430.0,0,trainval
202,2007_001284.jpg,634.0,617.0,177.0,323.0,0,trainval
203,2007_001284.jpg,722.0,714.0,192.0,415.0,0,trainval
204,2007_001284.jpg,833.0,737.0,255.0,445.0,0,trainval
205,2007_001284.jpg,162.0,737.0,160.0,445.0,0,trainval
206,2007_001284.jpg,842.0,314.0,37.0,84.0,0,trainval
207,2007_001288.jpg,589.0,462.0,458.0,249.0,1,trainval
208,2007_001288.jpg,865.0,848.0,179.0,84.0,1,trainval
209,2007_001288.jpg,530.0,842.0,154.0,79.0,1,trainval
210,2007_001289.jpg,555.0,491.0,253.0,186.0,7,trainval
211,2007_001299.jpg,371.0,544.0,283.0,494.0,15,trainval
212,2007_001299.jpg,633.0,676.0,161.0,215.0,15,trainval
213,2007_001299.jpg,846.0,698.0,134.0,274.0,15,trainval
214,2007_001311.jpg,925.0,437.0,32.0,124.0,8,trainval
215,2007_001311.jpg,872.0,492.0,42.0,136.0,8,trainval
216,2007_001311.jpg,700.0,570.0,59.0,185.0,8,trainval
217,2007_001311.jpg,502.0,829.0,163.0,263.0,8,trainval
218,2007_001311.jpg,239.0,802.0,216.0,317.0,8,trainval
219,2007_001311.jpg,930.0,376.0,41.0,175.0,0,trainval
220,2007_001311.jpg,875.0,418.0,47.0,193.0,0,trainval
221,2007_001311.jpg,708.0,483.0,69.0,245.0,0,trainval
222,2007_001311.jpg,492.0,694.0,133.0,375.0,0,trainval
223,2007_001311.jpg,226.0,623.0,174.0,439.0,0,trainval
224,2007_001321.jpg,584.0,734.0,582.0,452.0,16,trainval
225,2007_001340.jpg,849.0,882.0,223.0,155.0,5,trainval
226,2007_001340.jpg,656.0,495.0,247.0,372.0,6,trainval
227,2007_001340.jpg,419.0,759.0,131.0,401.0,0,trainval
228,2007_001340.jpg,483.0,733.0,306.0,449.0,0,trainval
229,2007_001377.jpg,582.0,580.0,58.0,152.0,1,trainval
230,2007_001397.jpg,534.0,414.0,165.0,182.0,5,trainval
231,2007_001408.jpg,452.0,730.0,123.0,260.0,9,trainval
232,2007_001408.jpg,496.0,564.0,334.0,358.0,0,trainval
233,2007_001408.jpg,115.0,257.0,58.0,127.0,9,trainval
234,2007_001408.jpg,842.0,139.0,236.0,137.0,0,trainval
235,2007_001408.jpg,721.0,524.0,479.0,357.0,0,trainval
236,2007_001408.jpg,468.0,167.0,125.0,165.0,19,trainval
237,2007_001416.jpg,646.0,451.0,247.0,222.0,10,trainval
238,2007_001416.jpg,246.0,450.0,210.0,242.0,10,trainval
239,2007_001416.jpg,156.0,589.0,154.0,279.0,10,trainval
240,2007_001416.jpg,415.0,820.0,413.0,279.0,10,trainval
241,2007_001416.jpg,815.0,232.0,182.0,156.0,10,trainval
242,2007_001416.jpg,340.0,274.0,288.0,236.0,10,trainval
243,2007_001420.jpg,558.0,626.0,189.0,310.0,12,trainval
244,2007_001420.jpg,646.0,594.0,106.0,362.0,0,trainval
245,2007_001420.jpg,919.0,733.0,82.0,305.0,19,trainval
246,2007_001423.jpg,568.0,694.0,330.0,532.0,0,trainval
247,2007_001430.jpg,321.0,868.0,319.0,179.0,11,trainval
248,2007_001430.jpg,365.0,620.0,173.0,225.0,0,trainval
249,2007_001430.jpg,523.0,725.0,118.0,352.0,0,trainval
250,2007_001430.jpg,666.0,770.0,196.0,375.0,0,trainval
251,2007_001430.jpg,164.0,524.0,56.0,79.0,19,trainval
252,2007_001430.jpg,737.0,113.0,131.0,111.0,2,trainval
253,2007_001430.jpg,768.0,436.0,108.0,224.0,19,trainval
254,2007_001439.jpg,643.0,847.0,633.0,225.0,11,trainval
255,2007_001439.jpg,632.0,611.0,133.0,69.0,6,trainval
256,2007_001457.jpg,535.0,554.0,274.0,244.0,14,trainval
257,2007_001457.jpg,916.0,821.0,87.0,278.0,6,trainval
258,2007_001458.jpg,570.0,691.0,366.0,342.0,14,trainval
259,2007_001487.jpg,509.0,358.0,45.0,58.0,4,trainval
260,2007_001526.jpg,148.0,659.0,142.0,601.0,0,trainval
261,2007_001526.jpg,344.0,693.0,134.0,528.0,0,trainval
262,2007_001526.jpg,540.0,675.0,133.0,563.0,0,trainval
263,2007_001526.jpg,680.0,673.0,125.0,567.0,0,trainval
264,2007_001526.jpg,884.0,654.0,152.0,606.0,0,trainval
265,2007_001558.jpg,367.0,609.0,365.0,466.0,0,trainval
266,2007_001558.jpg,821.0,573.0,278.0,534.0,0,trainval
267,2007_001568.jpg,642.0,629.0,635.0,528.0,1,trainval
268,2007_001583.jpg,727.0,520.0,128.0,404.0,0,trainval
269,2007_001583.jpg,342.0,654.0,207.0,613.0,0,trainval
270,2007_001585.jpg,546.0,613.0,168.0,358.0,0,trainval
271,2007_001585.jpg,548.0,636.0,536.0,237.0,14,trainval
272,2007_001585.jpg,129.0,398.0,18.0,49.0,9,trainval
273,2007_001586.jpg,591.0,572.0,535.0,442.0,12,trainval
274,2007_001586.jpg,582.0,413.0,160.0,317.0,0,trainval
275,2007_001587.jpg,481.0,767.0,90.0,130.0,8,trainval
276,2007_001594.jpg,600.0,547.0,82.0,106.0,10,trainval
277,2007_001594.jpg,492.0,549.0,49.0,108.0,10,trainval
278,2007_001594.jpg,378.0,547.0,35.0,117.0,10,trainval
279,2007_001594.jpg,327.0,540.0,37.0,131.0,10,trainval
280,2007_001594.jpg,438.0,552.0,42.0,119.0,10,trainval
281,2007_001594.jpg,726.0,508.0,83.0,240.0,0,trainval
282,2007_001594.jpg,548.0,628.0,63.0,117.0,5,trainval
283,2007_001595.jpg,737.0,643.0,223.0,229.0,18,trainval
284,2007_001595.jpg,378.0,626.0,301.0,222.0,18,trainval
285,2007_001602.jpg,870.0,468.0,181.0,465.0,9,trainval
286,2007_001602.jpg,512.0,262.0,206.0,256.0,9,trainval
287,2007_001609.jpg,641.0,717.0,633.0,486.0,11,trainval
288,2007_001609.jpg,602.0,207.0,143.0,63.0,6,trainval
289,2007_001609.jpg,924.0,356.0,72.0,132.0,6,trainval
290,2007_001609.jpg,148.0,304.0,73.0,91.0,6,trainval
291,2007_001609.jpg,61.0,447.0,51.0,123.0,6,trainval
292,2007_001627.jpg,567.0,612.0,300.0,599.0,0,trainval
293,2007_001630.jpg,114.0,155.0,48.0,128.0,0,trainval
294,2007_001630.jpg,620.0,291.0,133.0,239.0,0,trainval
295,2007_001630.jpg,404.0,519.0,215.0,337.0,0,trainval
296,2007_001630.jpg,718.0,765.0,321.0,389.0,0,trainval
297,2007_001630.jpg,921.0,347.0,68.0,285.0,0,trainval
298,2007_001630.jpg,414.0,696.0,196.0,252.0,8,trainval
299,2007_001630.jpg,707.0,869.0,326.0,182.0,8,trainval
300,2007_001667.jpg,542.0,528.0,60.0,196.0,0,trainval
301,2007_001677.jpg,710.0,870.0,499.0,181.0,11,trainval
302,2007_001677.jpg,212.0,836.0,113.0,247.0,6,trainval
303,2007_001678.jpg,879.0,536.0,163.0,242.0,2,trainval
304,2007_001678.jpg,608.0,489.0,124.0,175.0,2,trainval
305,2007_001678.jpg,396.0,825.0,191.0,271.0,0,trainval
306,2007_001678.jpg,277.0,271.0,49.0,92.0,0,trainval
307,2007_001678.jpg,257.0,296.0,44.0,60.0,6,trainval
308,2007_001678.jpg,355.0,219.0,40.0,46.0,2,trainval
309,2007_001686.jpg,447.0,748.0,160.0,425.0,0,trainval
310,2007_001698.jpg,611.0,436.0,494.0,198.0,4,trainval
311,2007_001698.jpg,483.0,515.0,408.0,162.0,4,trainval
312,2007_001704.jpg,594.0,542.0,367.0,539.0,2,trainval
313,2007_001709.jpg,780.0,678.0,76.0,298.0,0,trainval
314,2007_001709.jpg,259.0,641.0,257.0,638.0,0,trainval
315,2007_001709.jpg,528.0,683.0,526.0,554.0,13,trainval
316,2007_001717.jpg,75.0,356.0,73.0,92.0,2,trainval
317,2007_001717.jpg,847.0,767.0,134.0,387.0,0,trainval
318,2007_001717.jpg,612.0,718.0,177.0,483.0,0,trainval
319,2007_001717.jpg,430.0,744.0,150.0,252.0,6,trainval
320,2007_001724.jpg,550.0,629.0,428.0,583.0,12,trainval
321,2007_001733.jpg,106.0,594.0,104.0,76.0,10,trainval
322,2007_001733.jpg,527.0,593.0,74.0,65.0,10,trainval
323,2007_001733.jpg,416.0,643.0,70.0,115.0,10,trainval
324,2007_001733.jpg,298.0,534.0,45.0,33.0,10,trainval
325,2007_001733.jpg,215.0,506.0,15.0,22.0,10,trainval
326,2007_001733.jpg,141.0,515.0,33.0,27.0,10,trainval
327,2007_001733.jpg,68.0,519.0,24.0,14.0,10,trainval
328,2007_001733.jpg,37.0,509.0,22.0,22.0,10,trainval
329,2007_001733.jpg,77.0,508.0,19.0,17.0,10,trainval
330,2007_001733.jpg,405.0,506.0,15.0,14.0,10,trainval
331,2007_001733.jpg,340.0,526.0,23.0,27.0,10,trainval
332,2007_001733.jpg,435.0,506.0,18.0,9.0,10,trainval
333,2007_001733.jpg,509.0,525.0,19.0,18.0,10,trainval
334,2007_001733.jpg,540.0,524.0,22.0,13.0,10,trainval
335,2007_001733.jpg,712.0,522.0,19.0,15.0,10,trainval
336,2007_001733.jpg,666.0,516.0,17.0,13.0,10,trainval
337,2007_001733.jpg,645.0,518.0,23.0,15.0,10,trainval
338,2007_001733.jpg,613.0,517.0,14.0,18.0,10,trainval
339,2007_001733.jpg,589.0,516.0,19.0,19.0,10,trainval
340,2007_001761.jpg,657.0,608.0,605.0,357.0,1,trainval
341,2007_001763.jpg,820.0,742.0,280.0,437.0,17,trainval
342,2007_001763.jpg,423.0,645.0,421.0,584.0,5,trainval
343,2007_001763.jpg,641.0,681.0,639.0,558.0,14,trainval
344,2007_001763.jpg,303.0,28.0,143.0,26.0,2,trainval
345,2007_001764.jpg,939.0,346.0,42.0,77.0,15,trainval
346,2007_001764.jpg,625.0,339.0,91.0,75.0,15,trainval
347,2007_001764.jpg,502.0,343.0,78.0,72.0,15,trainval
348,2007_001764.jpg,371.0,340.0,114.0,77.0,15,trainval
349,2007_001764.jpg,247.0,310.0,59.0,61.0,15,trainval
350,2007_001764.jpg,15.0,335.0,12.0,48.0,15,trainval
351,2007_001774.jpg,649.0,619.0,622.0,376.0,17,trainval
352,2007_001825.jpg,516.0,545.0,515.0,445.0,17,trainval
353,2007_001825.jpg,641.0,637.0,639.0,630.0,5,trainval
354,2007_001834.jpg,613.0,620.0,525.0,508.0,11,trainval
355,2007_001857.jpg,641.0,648.0,639.0,620.0,16,trainval
356,2007_001857.jpg,867.0,218.0,105.0,215.0,0,trainval
357,2007_001857.jpg,739.0,209.0,109.0,207.0,0,trainval
358,2007_001857.jpg,563.0,201.0,129.0,198.0,0,trainval
359,2007_001857.jpg,410.0,180.0,87.0,172.0,0,trainval
360,2007_001857.jpg,241.0,78.0,76.0,75.0,0,trainval
361,2007_001857.jpg,306.0,142.0,52.0,60.0,0,trainval
362,2007_001872.jpg,552.0,602.0,259.0,546.0,10,trainval
363,2007_001884.jpg,378.0,603.0,15.0,48.0,18,trainval
364,2007_001884.jpg,526.0,613.0,142.0,60.0,18,trainval
365,2007_001884.jpg,730.0,600.0,137.0,55.0,18,trainval
366,2007_001884.jpg,640.0,456.0,390.0,169.0,1,trainval
367,2007_001901.jpg,585.0,666.0,94.0,165.0,6,trainval
368,2007_001901.jpg,782.0,694.0,34.0,205.0,6,trainval
369,2007_001901.jpg,724.0,677.0,128.0,182.0,6,trainval
370,2007_001901.jpg,736.0,699.0,126.0,188.0,11,trainval
371,2007_001901.jpg,299.0,818.0,288.0,273.0,14,trainval
372,2007_001917.jpg,463.0,473.0,96.0,69.0,15,trainval
373,2007_001917.jpg,883.0,496.0,84.0,58.0,15,trainval
374,2007_001917.jpg,756.0,494.0,101.0,76.0,15,trainval
375,2007_001955.jpg,537.0,653.0,63.0,111.0,12,trainval
376,2007_001955.jpg,453.0,622.0,46.0,95.0,12,trainval
377,2007_001960.jpg,619.0,513.0,303.0,248.0,12,trainval
378,2007_002024.jpg,856.0,572.0,209.0,254.0,18,trainval
379,2007_002024.jpg,506.0,589.0,306.0,364.0,18,trainval
380,2007_002024.jpg,92.0,600.0,90.0,321.0,18,trainval
381,2007_002024.jpg,376.0,476.0,42.0,67.0,0,trainval
382,2007_002046.jpg,835.0,633.0,250.0,358.0,12,trainval
383,2007_002046.jpg,380.0,597.0,378.0,468.0,12,trainval
384,2007_002055.jpg,203.0,840.0,174.0,205.0,5,trainval
385,2007_002055.jpg,334.0,765.0,211.0,391.0,0,trainval
386,2007_002055.jpg,353.0,826.0,349.0,263.0,14,trainval
387,2007_002079.jpg,553.0,670.0,150.0,575.0,0,trainval
388,2007_002079.jpg,755.0,702.0,154.0,500.0,0,trainval
389,2007_002088.jpg,602.0,669.0,600.0,582.0,15,trainval
390,2007_002094.jpg,475.0,639.0,337.0,636.0,7,trainval
391,2007_002099.jpg,641.0,643.0,639.0,408.0,1,trainval
392,2007_002105.jpg,629.0,553.0,305.0,307.0,13,trainval
393,2007_002105.jpg,610.0,494.0,155.0,241.0,0,trainval
394,2007_002107.jpg,836.0,646.0,52.0,24.0,1,trainval
395,2007_002119.jpg,803.0,460.0,95.0,114.0,2,trainval
396,2007_002119.jpg,427.0,622.0,129.0,456.0,0,trainval
397,2007_002119.jpg,264.0,659.0,101.0,567.0,0,trainval
398,2007_002119.jpg,202.0,642.0,145.0,637.0,0,trainval
399,2007_002119.jpg,44.0,361.0,32.0,61.0,0,trainval
400,2007_002119.jpg,58.0,580.0,54.0,227.0,0,trainval
401,2007_002120.jpg,590.0,205.0,152.0,105.0,7,trainval
402,2007_002120.jpg,676.0,661.0,553.0,592.0,0,trainval
403,2007_002132.jpg,509.0,557.0,156.0,160.0,2,trainval
404,2007_002142.jpg,518.0,723.0,177.0,475.0,0,trainval
405,2007_002142.jpg,710.0,708.0,150.0,504.0,0,trainval
406,2007_002142.jpg,83.0,544.0,73.0,169.0,0,trainval
407,2007_002198.jpg,621.0,399.0,394.0,123.0,1,trainval
408,2007_002212.jpg,614.0,542.0,534.0,335.0,7,trainval
409,2007_002216.jpg,870.0,693.0,179.0,382.0,18,trainval
