,Frame,center_x,center_y,w,h,label,type
45,2007_000346.jpg,292.0,396.5,106,236,9,trainval
46,2007_000346.jpg,565.5,414.0,360,297,0,trainval
47,2007_000346.jpg,173.5,348.0,40,45,0,trainval
48,2007_000346.jpg,147.0,363.5,39,50,0,trainval
49,2007_000363.jpg,249.5,246.5,161,224,7,trainval
50,2007_000363.jpg,580.5,394.0,339,211,7,trainval
51,2007_000364.jpg,481.0,327.5,400,290,13,trainval
52,2007_000364.jpg,648.0,179.5,171,124,13,trainval
53,2007_000364.jpg,642.5,130.5,89,129,0,trainval
54,2007_000392.jpg,405.0,372.0,255,228,12,trainval
55,2007_000392.jpg,385.0,226.0,88,139,0,trainval
56,2007_000423.jpg,147.5,306.0,71,186,0,trainval
57,2007_000423.jpg,644.5,361.0,94,223,0,trainval
58,2007_000452.jpg,320.0,398.5,245,217,14,trainval
59,2007_000452.jpg,737.0,354.0,26,144,6,trainval
60,2007_000464.jpg,251.5,440.0,145,62,15,trainval
61,2007_000464.jpg,270.0,396.0,183,93,15,trainval
62,2007_000480.jpg,565.5,456.0,126,213,0,trainval
63,2007_000480.jpg,285.0,455.5,114,208,0,trainval
64,2007_000480.jpg,118.5,459.0,111,201,0,trainval
65,2007_000480.jpg,487.0,359.0,484,257,1,trainval
66,2007_000491.jpg,460.0,335.0,457,332,15,trainval
67,2007_000504.jpg,670.5,457.0,159,304,15,trainval
68,2007_000504.jpg,97.0,140.0,43,89,0,trainval
69,2007_000504.jpg,37.0,142.0,34,76,0,trainval
70,2007_000504.jpg,55.5,85.0,12,22,0,trainval
71,2007_000515.jpg,40.5,392.5,39,94,8,trainval
72,2007_000515.jpg,29.5,321.5,28,194,0,trainval
73,2007_000515.jpg,183.0,292.0,87,46,16,trainval
74,2007_000515.jpg,259.5,283.5,39,33,16,trainval
75,2007_000528.jpg,381.0,344.0,195,242,17,trainval
76,2007_000529.jpg,645.0,321.5,210,107,4,trainval
77,2007_000529.jpg,672.0,373.5,39,18,16,trainval
78,2007_000549.jpg,341.5,523.5,340,450,17,trainval
79,2007_000559.jpg,97.0,479.0,43,104,9,trainval
80,2007_000559.jpg,451.0,254.0,211,215,2,trainval
81,2007_000572.jpg,235.5,420.0,234,153,8,trainval
82,2007_000572.jpg,230.0,364.0,218,163,8,trainval
83,2007_000584.jpg,384.5,383.0,338,272,8,trainval
84,2007_000584.jpg,672.0,477.5,156,167,14,trainval
85,2007_000629.jpg,517.0,226.0,466,100,3,trainval
86,2007_000629.jpg,150.5,174.0,20,24,0,trainval
87,2007_000636.jpg,431.5,348.0,313,204,3,trainval
88,2007_000645.jpg,567.5,397.0,365,328,7,trainval
89,2007_000645.jpg,427.0,448.0,241,229,7,trainval
90,2007_000648.jpg,601.0,322.5,10,24,0,trainval
91,2007_000648.jpg,648.0,319.5,12,21,0,trainval
92,2007_000648.jpg,661.0,318.0,10,24,0,trainval
93,2007_000648.jpg,673.5,317.5,9,25,0,trainval
94,2007_000648.jpg,367.5,322.5,324,153,18,trainval
95,2007_000648.jpg,638.0,235.0,146,106,1,trainval
96,2007_000648.jpg,29.0,341.5,26,22,16,trainval
97,2007_000661.jpg,390.5,366.5,212,101,14,trainval
98,2007_000661.jpg,202.5,242.0,105,107,19,trainval
99,2007_000661.jpg,245.5,276.5,46,38,6,trainval
100,2007_000663.jpg,423.0,468.0,405,465,18,trainval
101,2007_000663.jpg,66.5,113.5,56,55,16,trainval
102,2007_000663.jpg,603.0,65.0,60,29,16,trainval
103,2007_000663.jpg,610.0,99.0,46,45,16,trainval
104,2007_000663.jpg,608.5,142.0,49,40,16,trainval
105,2007_000663.jpg,610.0,259.0,46,112,16,trainval
106,2007_000664.jpg,350.5,376.0,274,373,0,trainval
107,2007_000676.jpg,501.5,317.0,413,176,10,trainval
108,2007_000713.jpg,294.0,396.0,174,144,4,trainval
109,2007_000713.jpg,564.0,349.0,288,109,4,trainval
110,2007_000720.jpg,413.5,322.0,88,145,5,trainval
111,2007_000727.jpg,317.5,597.5,184,113,18,trainval
112,2007_000727.jpg,459.0,572.5,51,19,16,trainval
113,2007_000727.jpg,90.0,625.0,87,55,16,trainval
114,2007_000727.jpg,524.5,616.0,25,82,0,trainval
115,2007_000727.jpg,500.5,602.5,22,67,0,trainval
116,2007_000727.jpg,552.0,595.5,21,51,0,trainval
117,2007_000727.jpg,114.5,572.5,41,22,16,trainval
118,2007_000727.jpg,216.5,233.0,47,26,16,trainval
119,2007_000733.jpg,297.0,395.5,225,358,0,trainval
120,2007_000733.jpg,499.5,535.5,345,234,13,trainval
121,2007_000738.jpg,496.5,297.0,495,111,1,trainval
122,2007_000762.jpg,500.5,469.5,499,186,11,trainval
123,2007_000762.jpg,132.5,451.0,89,223,9,trainval
124,2007_000762.jpg,691.0,291.5,118,200,0,trainval
125,2007_000762.jpg,564.0,273.0,51,60,0,trainval
126,2007_000762.jpg,337.5,286.5,123,96,0,trainval
127,2007_000762.jpg,319.5,257.0,21,47,0,trainval
128,2007_000762.jpg,126.0,263.0,120,230,0,trainval
129,2007_000762.jpg,175.5,452.5,171,79,0,trainval
130,2007_000768.jpg,659.5,334.5,106,180,18,trainval
131,2007_000768.jpg,385.5,353.0,336,284,18,trainval
132,2007_000783.jpg,425.5,287.5,124,202,0,trainval
133,2007_000783.jpg,497.0,459.0,329,309,12,trainval
134,2007_000793.jpg,460.5,233.0,27,83,0,trainval
135,2007_000793.jpg,390.5,235.5,29,69,0,trainval
136,2007_000793.jpg,345.0,231.5,18,71,0,trainval
137,2007_000793.jpg,668.0,292.5,65,192,0,trainval
138,2007_000793.jpg,116.5,216.0,19,51,0,trainval
139,2007_000793.jpg,162.0,212.5,18,52,0,trainval
140,2007_000793.jpg,240.0,321.0,90,204,0,trainval
141,2007_000793.jpg,431.5,233.5,22,79,0,trainval
142,2007_000793.jpg,385.5,360.0,159,120,8,trainval
143,2007_000793.jpg,52.0,175.0,49,55,18,trainval
144,2007_000799.jpg,547.5,452.5,405,418,12,trainval
145,2007_000799.jpg,615.0,553.5,270,216,0,trainval
146,2007_000804.jpg,200.0,425.5,59,61,6,trainval
147,2007_000804.jpg,142.0,667.0,94,139,6,trainval
148,2007_000804.jpg,427.5,602.5,141,205,14,trainval
149,2007_000807.jpg,217.0,515.5,166,469,0,trainval
150,2007_000822.jpg,279.0,428.5,132,181,13,trainval
151,2007_000822.jpg,468.5,407.0,122,155,13,trainval
152,2007_000830.jpg,414.0,461.0,228,188,11,trainval
153,2007_000830.jpg,334.0,485.5,109,154,6,trainval
154,2007_000830.jpg,474.0,447.5,96,146,6,trainval
155,2007_000830.jpg,443.0,335.5,68,73,6,trainval
156,2007_000836.jpg,258.5,346.5,155,198,0,trainval
157,2007_000836.jpg,272.5,523.0,133,280,12,trainval
158,2007_000837.jpg,495.5,191.5,104,94,4,trainval
159,2007_000847.jpg,208.5,639.5,207,221,11,trainval
160,2007_000847.jpg,326.5,555.5,235,389,0,trainval
161,2007_000862.jpg,470.5,216.5,13,20,0,trainval
162,2007_000862.jpg,506.0,231.0,50,18,4,trainval
163,2007_000876.jpg,434.5,344.5,259,298,17,trainval
164,2007_000876.jpg,528.5,139.0,137,118,17,trainval
165,2007_000904.jpg,456.5,346.5,101,96,15,trainval
166,2007_000904.jpg,173.5,294.5,148,125,0,trainval
167,2007_000904.jpg,305.5,481.5,304,162,12,trainval
168,2007_000925.jpg,230.5,393.5,187,242,10,trainval
169,2007_000925.jpg,614.5,385.5,151,228,10,trainval
170,2007_000999.jpg,405.5,563.5,56,88,9,trainval
171,2007_000999.jpg,281.0,508.0,278,484,0,trainval
172,2007_001027.jpg,355.5,360.0,51,99,6,trainval
173,2007_001027.jpg,512.5,310.0,19,49,6,trainval
174,2007_001027.jpg,434.0,386.5,50,103,6,trainval
175,2007_001027.jpg,482.5,438.0,88,111,6,trainval
176,2007_001027.jpg,700.5,510.0,99,105,14,trainval
177,2007_001027.jpg,123.0,296.0,36,62,8,trainval
178,2007_001027.jpg,43.5,462.0,42,96,2,trainval
179,2007_001073.jpg,176.5,337.0,94,70,15,trainval
180,2007_001073.jpg,241.5,329.0,39,65,15,trainval
181,2007_001073.jpg,395.5,312.5,55,83,15,trainval
182,2007_001073.jpg,488.0,334.5,74,96,15,trainval
183,2007_001073.jpg,588.5,316.0,98,88,15,trainval
184,2007_001073.jpg,710.5,307.5,79,66,15,trainval
185,2007_001149.jpg,477.0,371.0,255,164,14,trainval
186,2007_001149.jpg,183.5,195.5,71,68,2,trainval
187,2007_001149.jpg,142.5,378.5,141,368,19,trainval
188,2007_001154.jpg,174.5,491.5,173,142,14,trainval
189,2007_001154.jpg,238.0,389.0,37,44,19,trainval
190,2007_001175.jpg,426.5,405.5,248,176,0,trainval
191,2007_001175.jpg,334.5,314.5,99,61,0,trainval
192,2007_001175.jpg,629.0,244.0,89,73,2,trainval
193,2007_001185.jpg,387.5,422.5,92,124,17,trainval
194,2007_001185.jpg,328.0,414.0,211,297,0,trainval
195,2007_001185.jpg,602.0,486.5,296,152,11,trainval
196,2007_001185.jpg,726.0,318.5,48,122,9,trainval
197,2007_001225.jpg,353.0,520.0,203,202,5,trainval
198,2007_001239.jpg,374.0,190.0,212,100,5,trainval
199,2007_001239.jpg,495.0,444.0,153,237,5,trainval
200,2007_001239.jpg,345.0,354.0,168,213,5,trainval
201,2007_001284.jpg,302.5,436.5,100,252,0,trainval
202,2007_001284.jpg,495.0,361.5,138,189,0,trainval
203,2007_001284.jpg,564.0,418.5,150,243,0,trainval
204,2007_001284.jpg,650.5,432.0,199,261,0,trainval
205,2007_001284.jpg,126.5,432.0,125,261,0,trainval
206,2007_001284.jpg,657.5,184.0,29,49,0,trainval
207,2007_001288.jpg,460.0,247.0,358,133,1,trainval
208,2007_001288.jpg,675.5,453.0,140,45,1,trainval
209,2007_001288.jpg,414.0,450.0,120,42,1,trainval
210,2007_001289.jpg,433.5,237.0,198,90,7,trainval
211,2007_001299.jpg,248.5,425.0,190,386,15,trainval
212,2007_001299.jpg,424.5,528.0,108,168,15,trainval
213,2007_001299.jpg,567.0,545.5,90,214,15,trainval
214,2007_001311.jpg,722.5,218.0,25,62,8,trainval
215,2007_001311.jpg,681.0,245.0,33,68,8,trainval
216,2007_001311.jpg,547.0,284.0,46,92,8,trainval
217,2007_001311.jpg,392.5,413.0,127,131,8,trainval
218,2007_001311.jpg,187.0,399.5,169,158,8,trainval
219,2007_001311.jpg,726.5,187.5,32,87,0,trainval
220,2007_001311.jpg,683.5,208.5,37,96,0,trainval
221,2007_001311.jpg,553.5,240.5,54,122,0,trainval
222,2007_001311.jpg,384.5,346.0,104,187,0,trainval
223,2007_001311.jpg,176.5,310.5,136,219,0,trainval
224,2007_001321.jpg,456.5,382.0,455,235,16,trainval
225,2007_001340.jpg,663.0,517.0,174,91,5,trainval
226,2007_001340.jpg,512.5,290.0,193,218,6,trainval
227,2007_001340.jpg,327.0,445.0,102,235,0,trainval
228,2007_001340.jpg,377.0,429.5,239,263,0,trainval
229,2007_001377.jpg,454.5,331.5,45,87,1,trainval
230,2007_001397.jpg,278.0,323.5,86,142,5,trainval
231,2007_001408.jpg,235.0,570.5,64,203,9,trainval
232,2007_001408.jpg,258.0,440.5,174,280,0,trainval
233,2007_001408.jpg,60.0,201.0,30,99,9,trainval
234,2007_001408.jpg,438.0,108.5,123,107,0,trainval
235,2007_001408.jpg,375.0,409.5,249,279,0,trainval
236,2007_001408.jpg,243.5,130.5,65,129,19,trainval
237,2007_001416.jpg,505.0,231.0,193,114,10,trainval
238,2007_001416.jpg,192.5,230.5,164,124,10,trainval
239,2007_001416.jpg,121.5,302.0,120,143,10,trainval
240,2007_001416.jpg,324.5,420.5,323,143,10,trainval
241,2007_001416.jpg,637.0,119.0,142,80,10,trainval
242,2007_001416.jpg,265.5,140.5,225,121,10,trainval
243,2007_001420.jpg,436.0,324.5,148,161,12,trainval
244,2007_001420.jpg,504.5,308.0,83,188,0,trainval
245,2007_001420.jpg,718.0,380.0,64,158,19,trainval
246,2007_001423.jpg,444.0,361.0,258,277,0,trainval
247,2007_001430.jpg,250.5,508.5,249,105,11,trainval
248,2007_001430.jpg,285.0,363.0,135,132,0,trainval
249,2007_001430.jpg,408.5,425.0,92,206,0,trainval
250,2007_001430.jpg,520.5,451.0,153,220,0,trainval
251,2007_001430.jpg,128.0,307.0,44,46,19,trainval
252,2007_001430.jpg,576.0,66.5,102,65,2,trainval
253,2007_001430.jpg,600.0,255.5,84,131,19,trainval
254,2007_001439.jpg,377.0,662.0,371,176,11,trainval
255,2007_001439.jpg,370.5,477.0,78,54,6,trainval
256,2007_001457.jpg,418.0,324.5,214,143,14,trainval
257,2007_001457.jpg,716.0,481.0,68,163,6,trainval
258,2007_001458.jpg,445.0,359.5,286,178,14,trainval
259,2007_001487.jpg,398.0,209.5,35,34,4,trainval
260,2007_001526.jpg,115.5,307.0,111,280,0,trainval
261,2007_001526.jpg,268.5,322.5,105,246,0,trainval
262,2007_001526.jpg,422.0,314.5,104,262,0,trainval
263,2007_001526.jpg,531.5,313.5,98,264,0,trainval
264,2007_001526.jpg,690.5,304.5,119,282,0,trainval
265,2007_001558.jpg,286.5,357.0,285,273,0,trainval
266,2007_001558.jpg,641.5,335.5,217,313,0,trainval
267,2007_001568.jpg,401.5,393.0,397,330,1,trainval
268,2007_001583.jpg,568.0,304.5,100,237,0,trainval
269,2007_001583.jpg,267.0,383.0,162,359,0,trainval
270,2007_001585.jpg,426.5,415.5,131,243,0,trainval
271,2007_001585.jpg,428.0,431.0,419,161,14,trainval
272,2007_001585.jpg,101.0,270.0,14,33,9,trainval
273,2007_001586.jpg,443.0,356.0,401,275,12,trainval
274,2007_001586.jpg,436.5,257.0,120,197,0,trainval
275,2007_001587.jpg,376.0,449.5,70,76,8,trainval
276,2007_001594.jpg,469.0,284.5,64,55,10,trainval
277,2007_001594.jpg,384.5,285.5,38,56,10,trainval
278,2007_001594.jpg,295.5,284.5,27,61,10,trainval
279,2007_001594.jpg,255.5,281.0,29,68,10,trainval
280,2007_001594.jpg,342.0,287.0,33,62,10,trainval
281,2007_001594.jpg,567.5,264.5,65,125,0,trainval
282,2007_001594.jpg,428.5,326.5,49,61,5,trainval
283,2007_001595.jpg,576.0,377.0,174,134,18,trainval
284,2007_001595.jpg,295.0,367.0,235,130,18,trainval
285,2007_001602.jpg,477.0,366.0,99,363,9,trainval
286,2007_001602.jpg,281.0,204.5,113,200,9,trainval
287,2007_001609.jpg,375.5,560.0,371,380,11,trainval
288,2007_001609.jpg,352.5,161.5,84,49,6,trainval
289,2007_001609.jpg,541.5,278.5,42,103,6,trainval
290,2007_001609.jpg,86.5,237.5,43,71,6,trainval
291,2007_001609.jpg,36.0,349.5,30,96,6,trainval
292,2007_001627.jpg,332.0,478.5,176,468,0,trainval
293,2007_001630.jpg,67.0,121.0,28,100,0,trainval
294,2007_001630.jpg,363.0,227.5,78,187,0,trainval
295,2007_001630.jpg,237.0,405.5,126,263,0,trainval
296,2007_001630.jpg,420.5,598.0,188,304,0,trainval
297,2007_001630.jpg,539.5,271.0,40,223,0,trainval
298,2007_001630.jpg,242.5,543.5,115,197,8,trainval
299,2007_001630.jpg,414.5,679.0,191,142,8,trainval
300,2007_001667.jpg,423.5,274.5,47,102,0,trainval
301,2007_001677.jpg,555.0,509.5,390,106,11,trainval
302,2007_001677.jpg,166.0,490.0,88,145,6,trainval
303,2007_001678.jpg,686.5,279.0,127,126,2,trainval
304,2007_001678.jpg,475.0,254.5,97,91,2,trainval
305,2007_001678.jpg,309.5,429.0,149,141,0,trainval
306,2007_001678.jpg,216.5,141.0,38,48,0,trainval
307,2007_001678.jpg,200.5,154.0,34,31,6,trainval
308,2007_001678.jpg,277.0,114.0,31,24,2,trainval
309,2007_001686.jpg,262.0,584.0,94,332,0,trainval
310,2007_001698.jpg,477.5,255.5,386,116,4,trainval
311,2007_001698.jpg,377.5,302.0,319,95,4,trainval
312,2007_001704.jpg,464.0,317.5,287,316,2,trainval
313,2007_001709.jpg,609.5,353.0,59,155,0,trainval
314,2007_001709.jpg,202.5,333.5,201,332,0,trainval
315,2007_001709.jpg,412.5,355.5,411,288,13,trainval
316,2007_001717.jpg,58.5,224.5,57,58,2,trainval
317,2007_001717.jpg,661.5,484.0,105,244,0,trainval
318,2007_001717.jpg,478.5,453.5,138,305,0,trainval
319,2007_001717.jpg,336.0,469.5,117,159,6,trainval
320,2007_001724.jpg,236.5,309.5,184,287,12,trainval
321,2007_001733.jpg,82.5,464.0,81,59,10,trainval
322,2007_001733.jpg,412.0,463.5,58,51,10,trainval
323,2007_001733.jpg,325.0,502.5,55,90,10,trainval
324,2007_001733.jpg,233.0,417.5,35,26,10,trainval
325,2007_001733.jpg,168.0,395.0,12,17,10,trainval
326,2007_001733.jpg,110.0,402.0,26,21,10,trainval
327,2007_001733.jpg,53.5,405.5,19,11,10,trainval
328,2007_001733.jpg,29.0,398.0,17,17,10,trainval
329,2007_001733.jpg,60.0,397.0,15,13,10,trainval
330,2007_001733.jpg,316.5,395.0,12,11,10,trainval
331,2007_001733.jpg,265.5,411.0,18,21,10,trainval
332,2007_001733.jpg,339.5,395.5,14,7,10,trainval
333,2007_001733.jpg,397.5,410.0,15,14,10,trainval
334,2007_001733.jpg,422.0,409.0,17,10,10,trainval
335,2007_001733.jpg,556.5,408.0,15,12,10,trainval
336,2007_001733.jpg,520.0,403.0,13,10,10,trainval
337,2007_001733.jpg,504.0,405.0,18,12,10,trainval
338,2007_001733.jpg,479.0,404.0,11,14,10,trainval
339,2007_001733.jpg,460.5,403.5,15,15,10,trainval
340,2007_001761.jpg,513.5,316.5,473,186,1,trainval
341,2007_001763.jpg,640.5,434.5,219,256,17,trainval
342,2007_001763.jpg,330.5,378.0,329,342,5,trainval
343,2007_001763.jpg,500.5,399.0,499,327,14,trainval
344,2007_001763.jpg,236.5,16.5,112,15,2,trainval
345,2007_001764.jpg,733.5,202.5,33,45,15,trainval
346,2007_001764.jpg,488.0,198.5,71,44,15,trainval
347,2007_001764.jpg,392.5,201.0,61,42,15,trainval
348,2007_001764.jpg,290.0,199.5,89,45,15,trainval
349,2007_001764.jpg,193.0,181.5,46,36,15,trainval
350,2007_001764.jpg,12.0,196.0,9,28,15,trainval
351,2007_001774.jpg,507.0,329.0,486,200,17,trainval
352,2007_001825.jpg,403.5,319.5,402,261,17,trainval
353,2007_001825.jpg,500.5,373.5,499,369,5,trainval
354,2007_001834.jpg,479.0,323.5,410,265,11,trainval
355,2007_001857.jpg,500.5,379.5,499,363,16,trainval
356,2007_001857.jpg,677.5,127.5,82,126,0,trainval
357,2007_001857.jpg,577.0,122.5,85,121,0,trainval
358,2007_001857.jpg,440.0,117.5,101,116,0,trainval
359,2007_001857.jpg,320.0,105.5,68,101,0,trainval
360,2007_001857.jpg,188.0,45.5,59,44,0,trainval
361,2007_001857.jpg,239.0,83.0,41,35,0,trainval
362,2007_001872.jpg,431.5,353.0,202,320,10,trainval
363,2007_001884.jpg,295.5,353.5,12,28,18,trainval
364,2007_001884.jpg,411.0,359.0,111,35,18,trainval
365,2007_001884.jpg,570.5,351.5,107,32,18,trainval
366,2007_001884.jpg,500.0,267.0,305,99,1,trainval
367,2007_001901.jpg,343.0,520.5,55,129,6,trainval
368,2007_001901.jpg,458.0,542.5,20,160,6,trainval
369,2007_001901.jpg,424.5,529.0,75,142,6,trainval
370,2007_001901.jpg,431.0,546.0,74,147,11,trainval
371,2007_001901.jpg,175.0,639.0,169,213,14,trainval
372,2007_001917.jpg,361.5,293.5,75,43,15,trainval
373,2007_001917.jpg,690.0,307.5,66,36,15,trainval
374,2007_001917.jpg,590.5,306.5,79,47,15,trainval
375,2007_001955.jpg,419.5,330.5,49,56,12,trainval
376,2007_001955.jpg,354.0,315.0,36,48,12,trainval
377,2007_001960.jpg,318.0,401.0,156,194,12,trainval
378,2007_002024.jpg,668.5,335.0,163,149,18,trainval
379,2007_002024.jpg,395.0,345.0,239,213,18,trainval
380,2007_002024.jpg,71.5,351.5,70,188,18,trainval
381,2007_002024.jpg,294.0,279.0,33,39,0,trainval
382,2007_002046.jpg,592.5,494.5,177,280,12,trainval
383,2007_002046.jpg,269.5,466.5,268,366,12,trainval
384,2007_002055.jpg,158.5,492.0,136,120,5,trainval
385,2007_002055.jpg,261.0,448.0,165,229,0,trainval
386,2007_002055.jpg,276.0,484.0,273,154,14,trainval
387,2007_002079.jpg,432.0,392.5,117,337,0,trainval
388,2007_002079.jpg,589.5,411.5,120,293,0,trainval
389,2007_002088.jpg,470.5,347.0,469,302,15,trainval
390,2007_002094.jpg,371.0,331.5,263,330,7,trainval
391,2007_002099.jpg,500.5,377.0,499,239,1,trainval
392,2007_002105.jpg,491.5,324.0,238,180,13,trainval
393,2007_002105.jpg,476.5,289.5,121,141,0,trainval
394,2007_002107.jpg,653.0,378.5,41,14,1,trainval
395,2007_002119.jpg,627.5,269.5,74,67,2,trainval
396,2007_002119.jpg,333.5,364.5,101,267,0,trainval
397,2007_002119.jpg,206.5,386.0,79,332,0,trainval
398,2007_002119.jpg,158.0,376.0,113,373,0,trainval
399,2007_002119.jpg,34.0,211.5,25,36,0,trainval
400,2007_002119.jpg,45.0,340.0,42,133,0,trainval
401,2007_002120.jpg,461.0,107.5,119,55,7,trainval
402,2007_002120.jpg,528.0,346.0,432,310,0,trainval
403,2007_002132.jpg,398.0,326.5,122,94,2,trainval
404,2007_002142.jpg,405.0,376.0,138,247,0,trainval
405,2007_002142.jpg,555.0,368.5,117,262,0,trainval
406,2007_002142.jpg,64.5,283.0,57,88,0,trainval
407,2007_002198.jpg,485.0,230.0,308,71,1,trainval
408,2007_002212.jpg,480.0,283.0,417,175,7,trainval
409,2007_002216.jpg,680.0,368.0,140,203,18,trainval
410,2007_002216.jpg,428.5,371.0,331,215,18,trainval
411,2007_002227.jpg,709.5,167.0,81,71,2,trainval
412,2007_002227.jpg,466.5,340.0,417,310,8,trainval
413,2007_002234.jpg,470.0,325.0,305,100,4,trainval
414,2007_002234.jpg,136.5,207.5,135,83,4,trainval
415,2007_002260.jpg,500.5,317.5,340,226,13,trainval
416,2007_002262.jpg,513.5,351.0,374,297,0,trainval
417,2007_002266.jpg,573.5,471.5,227,95,1,trainval
418,2007_002266.jpg,501.5,317.0,494,140,1,trainval
419,2007_002268.jpg,274.5,482.0,177,98,5,trainval
420,2007_002268.jpg,522.0,342.0,90,63,17,trainval
421,2007_002268.jpg,496.0,469.0,487,187,14,trainval
422,2007_002273.jpg,248.0,206.5,74,130,12,trainval
423,2007_002273.jpg,246.5,125.0,65,104,0,trainval
424,2007_002281.jpg,387.5,228.0,386,183,16,trainval
425,2007_002281.jpg,308.5,123.0,25,42,0,trainval
426,2007_002284.jpg,115.0,88.5,88,87,19,trainval
427,2007_002284.jpg,25.5,104.0,24,44,19,trainval
428,2007_002284.jpg,276.0,125.5,96,97,19,trainval
429,2007_002284.jpg,322.0,149.0,58,77,19,trainval
430,2007_002284.jpg,324.5,303.5,71,122,19,trainval
431,2007_002284.jpg,305.0,632.0,140,215,19,trainval
432,2007_002293.jpg,265.0,523.5,262,453,0,trainval
433,2007_002293.jpg,330.5,565.5,200,369,0,trainval
434,2007_002344.jpg,334.5,522.0,330,456,0,trainval
435,2007_002361.jpg,158.5,585.5,127,287,19,trainval
436,2007_002361.jpg,522.0,648.0,81,204,0,trainval
437,2007_002368.jpg,95.5,389.0,34,53,14,trainval
438,2007_002368.jpg,475.0,658.0,49,184,14,trainval
439,2007_002368.jpg,129.0,521.5,78,118,6,trainval
440,2007_002368.jpg,363.5,528.0,89,117,6,trainval
441,2007_002368.jpg,323.5,534.5,121,140,11,trainval
442,2007_002370.jpg,692.0,305.0,11,20,0,trainval
443,2007_002370.jpg,704.5,303.5,13,20,0,trainval
444,2007_002370.jpg,629.5,302.5,37,19,16,trainval
445,2007_002370.jpg,568.5,300.0,36,39,16,trainval
446,2007_002376.jpg,458.5,240.0,457,192,1,trainval
447,2007_002378.jpg,476.0,310.0,200,295,0,trainval
448,2007_002378.jpg,196.5,297.0,195,294,19,trainval
449,2007_002378.jpg,621.0,416.5,258,268,19,trainval
450,2007_002378.jpg,652.5,378.0,195,360,19,trainval
451,2007_002378.jpg,680.0,373.0,140,328,19,trainval
452,2007_002378.jpg,228.5,182.5,53,127,19,trainval
453,2007_002387.jpg,465.0,329.0,96,74,15,trainval
454,2007_002387.jpg,360.0,328.5,30,99,0,trainval
455,2007_002387.jpg,311.0,230.0,20,38,0,trainval
456,2007_002387.jpg,268.0,232.0,28,37,0,trainval
457,2007_002400.jpg,306.0,512.5,303,472,7,trainval
458,2007_002403.jpg,492.0,217.0,18,46,0,trainval
459,2007_002403.jpg,593.5,317.0,34,44,7,trainval
460,2007_002403.jpg,535.5,189.0,111,144,4,trainval
461,2007_002412.jpg,442.0,310.5,31,39,7,trainval
462,2007_002412.jpg,352.0,339.5,37,41,7,trainval
463,2007_002426.jpg,540.5,302.0,398,251,0,trainval
464,2007_002426.jpg,267.0,117.0,210,114,14,trainval
